id,slug,name,nameAr,type,cityId,address,description,descriptionLong,website,phone,email,hours,admission,latitude,longitude,yearEstablished,highlights,status
inst-022,slaoui-museum,Abderrahman Slaoui Foundation Museum,متحف مؤسسة عبد الرحمن السلاوي,MUSEUM,city-casablanca,"12 Rue du Parc, Casablanca","Private collection featuring vintage posters, jewelry, and figurative paintings.","Founded in 2012, showcases ornate gold jewelry, Moroccan Oriental posters, and significant paintings. Elegant Art Deco building with carefully curated exhibitions.",,"Tue-Sat 10am-6pm",60 MAD,33.5920,-7.6280,2012,Vintage posters; Moroccan jewelry; Art Deco,PUBLISHED
inst-023,museum-moroccan-judaism,Museum of Moroccan Judaism,متحف اليهودية المغربية,MUSEUM,city-casablanca,"81 Rue du Chasseur Jules Gros, Casablanca","Only museum in the Arab world dedicated to Judaism, with three exhibition halls.","Features paintings, photographs, sculptures, ritual objects, traditional costumes, jewelry, bimah from Beni-Issakhar Synagogue, and a reconstructed jewelry workshop.",,"Mon-Thu 10am-3pm, Fri 10am-12pm",30 MAD,33.5780,-7.6350,1997,Only Jewish museum in Arab world; Ritual objects; Historical artifacts,PUBLISHED
inst-024,aa-gallery,African Arty Gallery (AA Gallery),غاليري أفريكان أرتي,GALLERY,city-casablanca,"Casablanca","500sqm contemporary gallery dedicated to African and Global South art with artist residency.","Founded in 2019 by Jacques-Antoine Gannat. Major space for contemporary African art featuring both established and emerging artists.",,"Tue-Sat 10am-7pm",Free,33.5850,-7.6300,2019,500sqm; Artist residency; Global South art,PUBLISHED
inst-025,loft-art-gallery,Loft Art Gallery,لوفت أرت غاليري,GALLERY,city-casablanca,"67 Rue Taha Hussein, Casablanca","Established contemporary gallery featuring Moroccan masters and emerging talents.","Founded in 2009 by Meriem & Yasmine Berrada. Represents Farid Belkahia, Kim Bennani, Amina Rezkias, and promotes new generation artists.",https://loftartgallery.net,,"Tue-Sat 10am-7pm",Free,33.5870,-7.6290,2009,Moroccan masters; Emerging artists; Sister-founded,PUBLISHED
inst-026,atelier-21,L'Atelier 21,أتيليه 21,GALLERY,city-casablanca,"21 Rue Abou Al Mahassine Royani, Casablanca","Leading contemporary gallery with Galerie 38, a multi-discipline arts center.","Exhibits and sells works by established Moroccan artists. Multi-discipline space for visual arts, painting, and sculpture.",,"Mon-Sat 10am-7pm",Free,33.5910,-7.6310,2003,Multi-discipline; Galerie 38; Established artists,PUBLISHED
inst-027,mmvi-rabat,Mohammed VI Museum of Modern and Contemporary Art,متحف محمد السادس للفن الحديث والمعاصر,MUSEUM,city-rabat,"2 Avenue Moulay Hassan, Rabat","First major national museum since independence, showcasing 200+ Moroccan artists.","Opened in 2014 by the National Museum Foundation. Arab-Moorish architecture with white facade and double arches. Features Hassan Hajjaj, Ahmed Yacoubi, Mohamed Melehi, and Chaïbia Talal. Hosted 'Face à Picasso' exhibition in 2018.",https://museemohammed6.ma,,"Mon-Sun 10am-6pm (closed Tue)",40 MAD (free Wed for students, free Fri for Moroccans),34.0209,-6.8416,2014,200+ artists; National collection; Picasso exhibition,PUBLISHED
inst-028,museum-history-civilizations,Museum of History and Civilizations,متحف التاريخ والحضارات,MUSEUM,city-rabat,"Rabat","Archaeological museum spanning prehistoric to Islamic era with Volubilis discoveries.","Created in the 1920s, houses archaeological artifacts from Volubilis, Thamusida, and Banassa. Cavemen tools, Roman bronzes, and Islamic era objects.",,"Wed-Mon 9am-5pm",20 MAD,34.0180,-6.8360,1920,Volubilis artifacts; Prehistoric collection; Islamic era,PUBLISHED
inst-029,national-jewellery-museum,National Museum of Jewellery & Adornment,المتحف الوطني للحلي,MUSEUM,city-rabat,"Kasbah of the Oudaias, Rabat","Ethnographic museum in 17th-century UNESCO World Heritage fortress showcasing Moroccan jewelry.","Five sections covering regional jewelry specificities, workshops, and bridal costumes. Located in the historic Kasbah with Andalusian garden.",,"Wed-Mon 9am-5pm",20 MAD,34.0320,-6.8360,2006,Kasbah location; Regional jewelry; Bridal costumes,PUBLISHED
inst-030,villa-des-arts-rabat,Villa des Arts Rabat,فيلا الفنون الرباط,MUSEUM,city-rabat,"Rabat","Sister museum to Casablanca location with focus on Moroccan contemporary art.","Permanent collection primarily featuring Moroccan artists with regular temporary exhibitions.",,"Daily except Wed, 10am-6pm",Free,34.0150,-6.8300,2006,Moroccan artists; Contemporary exhibitions,PUBLISHED
inst-031,tangier-contemporary-art,Museum of Contemporary Art Tangier,متحف الفن المعاصر طنجة,MUSEUM,city-tangier,"Abi Chouaib Doukkali, Tangier","Former British Consulate (1890) now housing contemporary Moroccan art.","Opened 1986, renamed 2007 for Mohammed Drissi. Features works by Chrabia Tallal, Fatima Hassan, Mohammed Kacimi, Fouad Belamine, and Abdelkebir Rabia. Garden setting near St. Andrew's Church.",,"Wed-Mon 10am-6pm",60 MAD (includes Kasbah Museum),35.7850,-5.8130,1986,Former British Consulate; Northern School Movement,PUBLISHED
inst-032,kasbah-museum-tangier,Kasbah Museum of Mediterranean Cultures,متحف القصبة,MUSEUM,city-tangier,"Place de la Kasbah, Tangier","Sultanate Palace (Dar el Makhzen) showcasing Mediterranean cultures at the city's highest point.","Two elegant courtyards with carved wooden ceilings, marble fountains, and arabesques. Contains Museum of Antiquities with Lixus, Cotta, and Volubilis finds. Former treasury and prisons.",,"Wed-Mon 10am-6pm",60 MAD (includes Contemporary Art Museum),35.7890,-5.8100,1922,Dar el Makhzen; Mediterranean cultures; Archaeological finds,PUBLISHED
inst-033,american-legation-tangier,Tangier American Legation Museum,متحف الدار الأمريكية,MUSEUM,city-tangier,"8 Rue d'Amérique, Tangier","First American property abroad (1821), five-storey Moorish-style mansion.","Documents Morocco-US friendship since 1786 treaty. Civil War and WWII history. Unique diplomatic and cultural collection.",https://legation.org,,"Mon-Fri 10am-5pm",20 MAD,35.7830,-5.8120,1821,First US property abroad; Diplomatic history; 1786 treaty,PUBLISHED
inst-034,galerie-delacroix,Galerie Delacroix,غاليري دولاكروا,GALLERY,city-tangier,"86 Rue de la Liberté, Place de France, Tangier","French Institute gallery promoting emerging Moroccan and international artists.","Three exhibition rooms (150sqm) near Cafe de Paris. Features young contemporary artists, hosts residencies and workshops. Extension of French Institute of Tangier.",,"Tue-Sat 10am-6pm",Free,35.7870,-5.8080,1990,French Institute; Emerging artists; Residency program,PUBLISHED
inst-035,gallery-conil,Gallery Conil,غاليري كونيل,GALLERY,city-tangier,"7 Rue du Palmier, Petit Socco, Tangier","Gallery featuring paintings, bronze sculptures, and art brut.","Showcases Casablanca School artists, landscapes, and portraits. Features Najoua el Hitmi, Oussama Bennani, and Abdeljalil Boussaki.",,"Daily 10:30am-1:30pm, 4pm-7:30pm",Free,35.7850,-5.8130,2000,Art brut; Casablanca School; Petit Socco location,PUBLISHED
inst-036,dar-batha,Dar Batha Museum - Museum of Islamic Arts,دار البطحاء,MUSEUM,city-fez,"Rue de la Musée, near Bab Bou Jeloud, Fes","Former royal palace with 6,500+ objects, Morocco's first museum.","Commissioned by Sultan Hassan I, reopened Feb 2025 as 'Museum of Islamic Arts' after 6-year renovation. Famous Fes Blue pottery, 9th-century minbars, historic Qur'ans, Berber carpets, and Andalusian garden.",,"Wed-Mon 9am-5pm",60 MAD,34.0640,-4.9830,1915,Fes Blue pottery; 6500+ objects; Royal palace,PUBLISHED
inst-037,nejjarine-museum,Nejjarine Museum of Wooden Arts and Crafts,متحف النجارين,MUSEUM,city-fez,"Place Nejjarine, Fes","UNESCO World Heritage foundouk showcasing wooden handicrafts and carpentry.","Restored caravanserai featuring carpentry tools, musical instruments, rosaries, and weapons. Masterpieces of Fez craftsmanship in a beautiful historic setting.",,"Wed-Mon 10am-5pm",30 MAD,34.0630,-4.9740,1998,UNESCO site; Wooden arts; Historic foundouk,PUBLISHED
inst-038,damgaard-gallery,Galerie Damgaard,غاليري دامغارد,GALLERY,city-essaouira,"Avenue Oqba ibn Nafiaâ, Essaouira","Pioneering gallery that brought 'Essaouira School' naïve art to international attention.","Founded late 1980s by Danish collector Frédéric Damgaard. Features self-taught local artists inspired by Gnaoua culture and folklore, including Mohammed Tabal and Regragui Bouslai.",,"Daily 9am-7pm",Free,31.5120,-9.7700,1988,Essaouira School; Naïve art; Gnaoua culture,PUBLISHED
inst-039,galerie-la-kasbah,Galerie de la Kasbah,غاليري القصبة,GALLERY,city-essaouira,"4 Rue de Tetouan, Essaouira","18th-century riad with 400sqm and 11 rooms showcasing naïve art across 4 floors.","Ground floor features naïve art by Souiris artists, upper floors display furniture, sculptures, pottery, bronzes, and carpets. 100 artists represented in Surrealist, Realist, Impressionist, Abstract, Symbolism, and Calligraphy styles.",,"Daily 9am-9pm",Free,31.5130,-9.7690,2000,400sqm; 100 artists; 18th-century riad,PUBLISHED
inst-040,real-mogador,Centre d'Art Le Real Mogador,مركز الفن الريال موغادور,GALLERY,city-essaouira,"2 Rue Mehdi ben Toumert, Essaouira","Museum-quality exhibitions in restored historic building near Skala de la Ville.","Owner François Real presents contemporary Moroccan identity through video art and new media. Three floors with galleries and artist retreat. Focus on Essaouira's unique Outsider art movement.",,"Daily 3pm-7:30pm",Free,31.5140,-9.7710,2008,Contemporary Moroccan identity; Video art; Artist retreat,PUBLISHED
inst-041,larbre-bleu,Galerie l'Arbre Bleu,غاليري الشجرة الزرقاء,GALLERY,city-essaouira,"Northern Medina, Essaouira","Franco-Moroccan contemporary gallery emphasizing abstract art and cultural identity.","Cobalt blue facade gallery founded by Franco-Moroccan couple. Focuses on memory, place, and Morocco's position between tradition, modernity, Africa, and Europe.",,"Tue-Sun 10am-7pm",Free,31.5150,-9.7680,2010,Franco-Moroccan; Abstract art; Cultural identity,PUBLISHED
inst-042,tetouan-modern-art,Tetouan Museum of Modern Art,متحف تطوان للفن الحديث,MUSEUM,city-tetouan,"City Center, Tetouan","Former railway station (1918) now one of only 2 modern art museums in Morocco.","Spanish-castle-like building designed by Julio Rodriguez Roda. Four exhibition rooms featuring 'Northern School Movement' artists and contemporary Moroccan art.",,"Wed-Mon 10am-6pm",30 MAD,35.5710,-5.3680,2021,Railway station; Northern School Movement; Spanish architecture,PUBLISHED
inst-043,tetouan-fine-arts,Tetouan School of Fine Arts (INBA),المعهد الوطني للفنون الجميلة,ART_SCHOOL,city-tetouan,"Tetouan","One of only 2 fine arts schools in Morocco, producing numerous contemporary artists.","Ministry of Culture institution with approximately 40 students. Major role in Moroccan art education and production alongside Casablanca's school.",,"Academic hours",N/A,35.5700,-5.3690,1945,One of 2 art schools; Ministry of Culture; Art education,PUBLISHED
inst-044,green-olive-arts,Green Olive Arts,غرين أوليف أرتس,RESIDENCY,city-tetouan,"18 Avenue Mohamed ben Abderrahman, Tetouan","International art studio and urban residency connecting artists with local craftsmen.","Founded by American artists Jeff McRobbie and Rachel Pearsey. 10-room historic Tetouani house with professional studios, computer facilities, and woodworking tools. Hosts residencies, workshops, and collaborative events.",https://greenolivearts.com,,"By appointment",N/A,35.5720,-5.3670,2007,Artist residency; International exchange; Craft collaboration,PUBLISHED
inst-045,royal-artisan-school,Royal Artisan School Tetouan,مدرسة الحرف الملكية,ART_SCHOOL,city-tetouan,"Tetouan","School where children learn traditional trades alongside basic education.","Students learn zellige tile carving, geometric patterns, embroidery, and plaster carving. Keeps traditional Moroccan arts alive for future generations.",,"School hours",N/A,35.5705,-5.3680,1928,Traditional crafts; Zellige; Youth education,PUBLISHED
